1023	194	3059
418	236	3059
3060	60	3061
21	356	3060
625	60	3060
1193	94	3061
3060	320	1045
3061	114	3061
3061	392	3060
3061	284	625
3061	50	63
3060	418	189
3060	10	1286
3061	368	3060
2059	74	3061
3061	10	1286
3061	320	1045
3062	134	787
3062	134	2838
3062	0	1393
3062	0	2186
3062	0	2655
3062	0	924
402	60	3063
481	88	3063
3063	186	394
3063	38	99
3063	122	2465
111	80	3063
3063	122	86
3063	102	189
3063	142	2153
3063	164	224
275	66	3063
3063	88	481
69	230	3063
3063	164	447
585	286	3063
3063	106	189
1548	222	3063
3064	40	3065
230	40	3065
820	40	3065
1075	40	3065
647	40	3065
645	40	3065
3064	48	21
550	40	3065
3064	96	9
3064	118	189
3064	52	69
3064	18	3005
1399	16	3064
1202	40	3065
235	40	3065
3064	40	366
425	40	3065
2957	144	3064
3010	40	3065
3064	18	67
3064	18	876
1147	40	3065
3064	358	1729
988	40	3065
3064	358	1743
810	40	3065
1381	40	3065
2008	40	3065
3064	132	1157
2389	40	3065
3064	40	48
1985	40	3065
1037	40	3065
1460	40	3065
3064	138	1260
853	40	3065
3064	18	128
340	40	3065
3066	330	357
3066	14	2253
3066	78	2296
2845	438	3066
2253	304	3066
3066	28	974
3066	78	109
3066	94	663
3066	70	400
3066	78	1705
3066	70	1593
269	140	3066
2564	26	3066
3066	20	21
3066	78	1115
553	26	3066
70	54	3066
3067	46	822
3067	46	201
3067	40	48
2137	14	3067
294	16	3067
3067	46	388
3067	46	403
3067	90	338
2447	16	3067
3067	18	34
3067	46	494
3067	96	9
3067	18	601
3067	52	69
112	30	3067
2	16	3067
3067	46	446
1142	16	3067
3067	46	384
3067	46	730
3067	46	617
3067	46	3054
1586	30	3067
3067	18	7
1854	16	3067
3067	46	691
3067	46	629
3067	18	3005
3067	40	366
3067	18	983
3067	46	98
3067	46	21
3067	46	61
3067	46	119
109	16	3067
3067	46	113
3067	46	426
3067	46	1684
3068	78	3069
2128	78	3069
3069	54	1944
1365	78	3069
3069	54	722
3068	144	1063
3068	298	189
3069	54	1238
3069	54	176
3069	2	53
3069	2	764
3068	50	63
3069	2	1840
3068	70	862
3068	70	88
3069	2	893
3068	162	3033
3069	54	464
3068	24	94
1259	0	3068
3068	70	649
1238	78	3069
1468	78	3069
3069	2	1327
3069	54	2128
3069	2	557
1376	78	3069
1644	42	3068
3069	2	595
371	140	3068
1486	78	3069
3068	58	75
3068	20	21
464	78	3069
939	78	3069
3070	54	3071
1123	54	3071
3071	28	1355
1230	0	3071
3070	2	1327
2990	78	3070
3070	2	553
1753	28	3071
3071	70	88
3070	2	1405
3071	12	1753
3071	78	1123
87	78	3070
335	54	3071
3070	54	2383
1753	12	3071
3071	32	858
3071	70	1270
3070	2	53
3070	2	1840
3070	2	893
1259	0	3071
3071	28	875
1149	228	3071
1840	26	3071
3071	78	70
557	26	3071
3070	2	557
3071	28	1753
3071	70	106
3071	78	486
1806	26	3071
3071	32	169
3070	54	2396
3070	2	764
3071	78	1115
2383	78	3070
3070	2	595
3071	50	63
3070	54	87
3072	66	3073
5	66	3073
3073	192	134
384	192	3073
3073	76	1576
3073	192	2972
112	192	3073
3073	192	384
3073	296	2788
134	192	3073
3073	116	217
3073	38	1576
197	192	3073
3072	66	629
2082	178	3073
3073	192	849
3073	258	1834
2972	192	3073
693	88	3073
3072	66	388
3073	164	447
548	192	3073
3073	192	559
113	76	3072
849	76	3072
3073	192	548
3072	66	403
112	38	3072
33	192	3073
3072	66	849
3073	192	1114
3072	360	1834
559	192	3073
3073	60	2788
3072	360	1377
3073	76	1611
3073	192	61
3073	192	113
3072	360	658
3073	38	389
3072	66	384
3072	66	134
1864	192	3073
21	38	3072
3072	66	157
3072	66	651
3072	66	691
2132	46	3073
21	192	3073
201	76	3072
112	76	3072
3073	192	1864
3073	258	658
939	78	3074
3074	54	2162
1753	78	3074
2990	78	3074
1363	78	3074
1307	78	3074
1	78	3074
1488	78	3074
3075	28	3076
3076	28	1816
3076	34	101
3075	70	106
3076	78	138
3076	70	106
6	166	3075
3075	70	649
3076	20	21
3075	28	1816
3076	70	583
3075	20	21
2381	12	3075
2381	28	3075
3075	14	137
680	166	3075
3075	34	40
2381	12	3076
3076	14	137
628	28	3075
137	244	3075
3077	174	3078
3001	376	3078
3078	78	406
16	54	3077
1897	140	3078
3078	176	2943
3077	74	357
3078	174	684
3077	68	191
3078	14	1080
684	174	3078
265	28	3078
3078	70	106
3078	28	265
723	26	3078
3077	70	106
3078	78	2909
17	126	3077
3078	20	21
2558	28	3077
3078	28	2558
3077	14	17
3078	174	3001
3078	28	3077
2927	54	3078
255	140	3077
3078	144	17
3078	78	138
3078	94	1048
3078	376	3001
3078	318	3001
3077	34	40
3078	24	25
3077	24	94
3077	74	196
3078	78	379
3079	144	1803
3079	78	999
3079	70	106
3079	24	94
3079	34	40
3079	74	126
3079	20	21
2058	54	3080
3080	20	61
3080	94	1545
3080	78	2
3080	34	101
3080	28	990
3080	78	322
3080	78	386
3080	24	25
3080	78	2447
3080	70	1224
3081	128	3082
1328	46	3082
810	46	3082
1063	46	3082
3082	288	21
1548	222	3082
3081	340	1242
3082	334	189
1606	46	3082
402	60	3082
585	286	3082
480	46	3082
1830	46	3082
94	190	3081
1159	46	3082
2108	230	3082
3036	46	3082
3081	50	63
3082	258	1834
1555	86	3082
3082	258	658
3082	314	189
396	46	3082
3082	164	1859
3082	164	224
3082	106	189
3082	142	260
69	230	3082
682	46	3082
226	46	3082
3082	332	1103
326	46	3082
111	80	3082
1853	46	3082
1124	46	3082
3082	88	446
425	46	3082
753	46	3082
820	46	3082
3082	76	99
3082	60	3081
3082	164	447
395	20	3082
3083	78	123
3083	144	1029
2518	140	3083
3083	78	282
3083	20	21
3083	14	685
3083	70	649
3083	70	416
2423	140	3083
3083	70	106
3083	12	575
3083	70	862
3084	16	3085
1948	78	3084
1098	62	3084
3084	16	2083
3085	18	34
3085	130	231
792	78	3084
3023	16	3085
1084	14	3085
3084	54	1476
797	62	3084
575	78	3084
3084	16	2217
1789	16	3085
3084	2	1760
3084	16	921
340	62	3084
3084	16	836
3084	16	72
3084	16	3019
1429	78	3084
2987	62	3084
352	78	3084
1366	78	3084
861	78	3084
3085	40	1148
61	30	3085
3084	54	2115
3084	16	2295
3084	16	677
3084	16	2081
3084	2	2660
885	78	3084
3084	16	2964
3085	40	366
1630	78	3084
3084	54	2196
3084	16	149
3084	2	2235
3084	2	2205
3085	126	2428
812	78	3084
3084	16	854
3084	16	757
3084	16	2517
3084	2	2679
1193	78	3084
1985	62	3084
3084	16	820
3085	46	21
3084	2	1324
3084	16	296
1781	78	3084
2205	268	3085
3084	16	1985
3084	16	2503
1010	62	3084
3084	16	2991
3084	54	1694
3084	16	1319
889	16	3085
3084	54	254
3084	16	797
3085	52	716
3084	16	262
2072	100	3085
2403	62	3084
716	30	3085
3084	16	1382
108	16	3085
3084	16	1010
1826	78	3084
3084	16	35
3084	2	1581
381	12	3086
3086	78	999
3086	14	137
1581	26	3086
2033	126	3086
3086	78	1867
3086	144	2033
3086	70	106
1719	26	3086
1694	78	3084
3086	78	566
3086	70	657
3086	78	173
381	28	3086
3086	24	94
3086	78	562
3086	20	21
3086	78	282
3086	34	40
3087	22	112
3087	46	629
3087	46	691
3087	8	1424
1359	100	3087
3087	18	299
3087	46	481
3087	96	9
3087	46	33
1562	14	3087
3087	46	822
3087	46	519
395	144	3087
3087	304	1562
3087	46	113
3087	46	61
3087	46	494
1425	16	3087
3087	46	502
3087	46	2972
3087	46	327
3087	18	3005
3087	48	21
3087	46	388
3087	46	617
3087	46	112
3087	46	43
3087	46	717
3087	430	1853
3087	132	1990
2921	144	3087
3087	46	23
3087	46	2984
3087	46	119
3087	46	730
3087	46	460
1798	16	3087
3087	46	384
3087	46	426
3087	46	325
3087	46	1207
3087	46	446
3088	18	67
3088	18	299
686	100	3088
3088	18	146
3088	18	2029
3088	118	189
3088	48	61
3088	40	232
146	30	3088
3088	52	716
3088	40	48
3088	132	686
3088	52	1139
3089	456	3090
3090	278	1385
3090	464	184
3045	98	3090
1053	442	3089
2182	278	3089
3090	444	2455
3090	278	2925
3089	98	3046
2455	464	3090
3090	444	2182
3089	362	1386
3045	456	3090
2940	456	3090
2936	434	3090
3089	434	3046
183	98	3090
2936	456	3090
3090	464	2455
3090	444	3046
3089	456	184
3046	464	3090
183	456	3090
2925	456	3090
2182	444	3090
3090	464	3046
3089	98	184
3089	50	63
3090	444	184
2455	444	3090
3046	444	3090
184	278	3089
3089	378	610
1385	456	3090
3091	74	75
3091	94	75
1005	28	3091
3091	28	1005
3091	34	40
3091	12	1005
1005	12	3091
3091	70	400
252	160	3091
3091	20	21
406	54	3091
3091	14	746
2097	28	3091
3091	246	687
3092	136	2234
3092	136	2023
3092	34	40
3092	78	676
3092	50	63
3092	24	94
3092	78	2700
3093	42	3094
3094	78	379
3093	94	452
3094	14	2266
3093	74	2591
3094	144	370
285	104	3093
3094	376	1276
1276	376	3094
3094	68	86
3094	174	546
315	146	3094
3093	24	94
237	162	3094
3094	78	490
3094	318	908
3093	74	976
3094	78	950
3093	24	25
3094	24	94
3093	70	400
192	12	3094
3094	74	814
442	318	3094
442	174	3094
3094	68	2274
3093	70	980
3093	34	40
1213	28	3094
3094	78	386
3093	74	452
3094	70	106
546	174	3094
3094	20	21
3094	174	1910
684	174	3094
380	184	3093
3095	144	3096
3095	148	716
3096	132	1129
3096	96	9
1744	250	3095
3095	148	69
3095	20	21
3096	52	69
3096	48	21
2415	144	3096
3095	34	40
1129	30	3096
3094	78	1343
3096	118	189
610	166	3095
805	100	3096
3095	330	127
3095	148	882
569	100	3097
3097	18	907
3097	260	2196
3097	138	1084
3097	18	759
3097	18	179
179	30	3097
3097	118	189
759	30	3097
3097	90	338
3097	108	21
3097	322	2196
3097	52	716
3097	48	21
3097	40	48
3097	18	128
3098	28	2022
510	160	3098
3098	20	21
939	28	3098
3098	298	189
0	0	3098
3098	78	1358
1431	54	3098
678	0	3098
272	160	3098
3098	24	94
274	160	3098
3098	68	946
1357	28	3098
3098	28	903
3098	78	335
3098	28	1357
3098	58	21
3098	70	106
3098	28	939
3098	78	556
1840	26	3098
3098	50	63
162	28	3098
2320	228	3098
3098	70	980
3099	12	3100
600	12	3100
792	28	3100
3099	78	282
3100	28	1930
3100	24	94
3100	70	1006
3100	78	1749
3099	14	2468
3099	78	1584
957	28	3100
3099	28	3100
3099	70	106
1391	26	3100
3100	28	2158
3100	78	2932
2660	26	3100
3100	14	476
811	12	3100
3100	12	811
3100	12	600
3100	148	69
3100	28	3099
3099	78	582
3099	70	400
489	28	3100
3100	78	2080
3099	24	94
3100	144	305
150	54	3100
3100	14	206
206	126	3100
3099	144	821
3100	144	2582
1581	26	3100
2166	126	3100
3100	144	1426
1170	28	3100
3100	210	508
3100	144	476
3100	12	3099
3099	144	2468
821	126	3099
3100	78	1783
3100	226	1941
468	42	3100
3100	14	2609
1930	28	3100
3100	28	600
322	54	3099
3100	28	1170
3100	12	792
3100	78	676
3100	144	821
3100	14	1941
3100	20	21
3099	70	657
821	126	3100
2468	244	3099
3099	70	132
3101	70	661
1702	0	3101
2752	250	3101
3101	20	21
667	28	3101
1271	28	3101
3101	24	94
249	0	3101
3101	78	766
3101	70	980
1416	54	3101
3021	160	3101
463	28	3101
3101	34	40
3102	28	3103
3102	28	2191
3102	226	746
3102	12	2097
3102	34	40
3102	28	3091
1625	54	3102
3102	12	3103
3103	34	101
3103	12	1005
746	126	3103
2547	28	3102
406	54	3102
1782	28	3102
2191	12	3102
2097	12	3103
3103	12	2097
3091	12	3102
2097	28	3102
3103	14	746
3103	28	3091
3103	94	2156
1005	12	3103
3102	210	508
746	244	3103
746	126	3102
3102	12	3091
3103	74	2156
3102	28	2547
3103	12	3091
1005	28	3102
3103	70	106
3103	20	21
3091	12	3103
3104	18	299
3104	48	112
601	30	3104
3104	52	936
3104	18	2029
3104	130	309
541	144	3104
3104	48	21
3104	40	1148
3104	18	19
3104	304	2396
3104	18	983
3104	18	601
3104	46	21
3104	96	9
3104	138	1367
3104	118	189
3104	40	232
3105	232	3106
3106	204	2349
3106	410	189
563	232	3106
1283	170	3106
3105	232	610
3105	232	564
2292	60	3106
3106	382	189
3106	300	3106
3105	232	607
285	170	3106
3106	400	2019
3105	232	1499
1023	194	3106
606	170	3106
3106	266	699
21	60	3106
3105	232	2643
3106	6	142
3106	6	286
3106	50	63
3106	6	1617
3106	166	2988
3105	232	423
1673	454	3105
3106	44	2292
3105	232	931
446	146	3107
3107	74	505
552	0	3107
3107	70	400
3107	70	292
3107	50	63
2486	0	3107
3107	246	151
3107	34	40
3107	162	467
3107	42	1062
467	162	3107
2979	0	3107
3108	420	2746
3108	300	3108
3108	166	1296
2596	236	3108
