2930	248	2931
1482	228	2931
632	248	2931
2931	50	63
764	26	2931
787	0	2931
2930	248	1131
471	262	2931
509	92	2931
409	0	2931
2931	78	2076
1033	228	2931
2932	54	2933
2932	16	797
2932	16	208
2933	34	40
1203	78	2932
2932	16	1442
2187	78	2932
1881	78	2932
2932	16	1400
1042	78	2932
637	250	2933
2932	16	550
2932	16	340
2932	54	908
2932	16	2503
2933	174	2229
2933	20	21
2932	54	1134
192	78	2932
565	78	2932
2932	16	2070
1274	78	2932
2933	144	2021
237	78	2932
738	62	2932
306	78	2932
32	78	2932
2932	16	35
1621	78	2932
2932	16	2295
2932	16	1516
727	78	2932
2932	54	1621
2934	78	2935
881	78	2935
1845	78	2935
2	54	2934
2934	74	2292
2935	16	1046
2934	24	94
2074	78	2935
819	78	2935
2935	54	293
2151	78	2935
1941	62	2935
774	78	2935
2934	20	21
387	26	2934
1689	54	2934
2935	54	27
2934	42	2426
2935	2	1719
1054	78	2935
2935	16	378
2935	54	1510
329	78	2935
2935	54	1065
2935	54	1146
1577	78	2935
2934	28	1609
2935	384	1821
1046	62	2935
2935	54	1707
2738	54	2934
386	54	2934
2935	54	1978
2935	2	26
1510	78	2935
618	78	2935
2935	16	1941
307	78	2935
2934	68	191
27	78	2935
2934	12	881
293	78	2935
184	278	2936
2936	456	2182
2936	50	63
2936	434	184
2936	456	184
2937	60	2938
181	414	2937
113	196	2937
2937	60	113
113	60	2938
113	186	2937
2937	142	260
2937	186	394
2939	114	2939
2939	10	1286
2939	50	63
2939	320	1045
21	60	2939
