3010	134	3011
3011	0	1196
3010	134	552
3012	78	3013
3012	70	657
3012	78	1783
3013	2	553
3012	78	282
1471	26	3012
3012	144	1029
1488	78	3013
1744	250	3012
87	78	3013
3012	78	731
3013	384	845
3012	20	112
3012	70	416
2048	250	3012
3012	70	862
3013	54	1488
3014	194	3015
3014	194	848
418	194	3015
2596	194	3015
3014	194	419
3014	194	2002
418	236	3015
3014	194	2748
3014	194	1573
3014	194	747
3014	194	2747
1245	136	3016
269	140	3016
3016	24	94
3016	94	1440
3016	74	1440
2662	136	3016
3017	174	3018
3017	94	75
3017	20	21
3017	70	649
3018	162	1127
3017	70	106
3018	78	294
2518	140	3017
3017	78	999
3018	20	21
3017	242	3018
3017	78	322
3017	70	657
269	140	3018
3018	34	101
3017	78	1749
3017	148	69
3017	78	406
3018	242	3017
1957	140	3019
3019	20	592
3019	144	331
3019	94	338
3019	254	644
3020	270	1001
3020	152	274
587	152	3020
278	152	3020
3020	152	1176
3020	152	1761
3020	152	290
3020	152	252
1206	152	3020
1176	154	3020
3020	270	1176
701	154	3020
3020	154	2347
3020	152	38
279	152	3020
1279	154	3020
701	152	3020
728	32	3020
302	246	3020
3020	152	268
1819	32	3020
706	154	3020
3020	152	1542
1761	152	3020
3020	152	701
272	154	3020
3020	160	302
38	152	3020
3020	152	1279
3020	152	42
1430	32	3020
252	154	3020
278	154	3020
3020	212	42
274	152	3020
3020	154	268
252	152	3020
3020	160	1430
3020	152	928
2347	152	3020
169	152	3020
1542	152	3020
3020	152	1001
3021	50	63
3021	24	94
3021	144	1028
3021	246	290
1028	322	3021
3021	20	384
3021	70	649
3021	144	1119
3021	70	106
3021	370	1465
1028	138	3021
1916	140	3021
3021	144	2165
1695	184	3021
3022	298	189
1120	166	3022
3022	78	322
1584	54	3022
3022	78	1584
3022	70	1006
1060	28	3022
3022	28	1620
3022	12	2404
3022	78	582
3022	28	2983
3022	144	326
3022	78	999
2404	12	3022
3022	28	1060
3022	20	21
3022	144	289
3023	70	649
3023	74	1044
3023	70	88
3023	34	101
3023	70	106
3023	70	657
3023	94	1044
3024	198	1344
3024	450	2835
3024	450	2810
3024	198	2514
3024	450	2904
3025	136	2434
130	136	3025
1730	166	3025
3025	24	94
2530	136	3025
3025	70	376
3025	136	2731
3025	34	40
3026	78	2289
2629	28	3026
3026	20	112
3026	94	2683
3026	34	40
3026	70	862
3027	46	325
1553	144	3027
3027	18	876
3027	46	157
3027	46	403
3027	52	69
3027	126	1979
3027	46	21
3027	118	189
3027	40	1148
3027	46	548
3027	46	43
3027	96	1529
863	144	3027
1325	16	3027
1714	144	3027
1680	16	3027
3027	46	23
3027	40	48
3027	46	730
3027	46	446
3027	46	426
3027	46	629
3028	304	910
910	14	3028
601	30	3028
1900	268	3028
3028	18	876
3028	132	185
3028	18	601
3028	96	9
322	16	3028
3028	18	199
2972	16	3028
3028	40	48
2031	16	3028
3028	62	392
3028	40	2425
3028	62	123
3028	62	968
3028	62	1783
3028	62	386
3028	40	232
360	14	3028
3028	48	21
386	16	3028
1399	16	3028
360	144	3028
3028	62	2962
336	14	3028
123	16	3028
3028	132	686
3029	90	1152
3029	96	9
3029	46	23
1586	30	3029
90	112	3029
3029	46	21
1797	144	3029
942	168	3029
3029	48	21
3029	46	822
3029	46	629
3029	96	2678
3029	46	384
3030	408	189
3030	44	357
3030	400	2019
1023	236	3030
3030	312	189
443	16	3031
1567	16	3031
3031	132	569
3031	90	357
3031	18	876
3031	40	362
3031	40	48
3031	96	9
3031	18	34
28	16	3031
520	14	3031
3031	8	689
3031	18	2062
3031	8	9
3031	52	69
3031	118	189
3031	132	2167
3032	322	3033
3032	40	232
3033	24	94
269	140	3033
3032	118	189
3032	52	69
3032	40	48
1506	126	3033
3032	18	299
2606	422	3033
3033	94	357
3033	70	106
3033	28	811
833	140	3033
3033	78	676
3033	78	83
3033	70	657
3032	22	112
3033	14	1506
3032	40	1248
3032	40	1222
1506	422	3033
3033	168	3032
3032	96	9
3032	40	1148
3032	132	1359
3033	226	2606
3032	90	1696
3033	70	1270
83	54	3033
3033	14	2606
3033	70	132
3032	90	2622
1649	268	3032
3022	144	3032
3032	304	1885
2982	144	3032
3032	138	306
3032	396	103
3033	74	357
723	26	3033
2947	28	3034
3034	70	2942
3034	28	2947
1694	28	3034
541	28	3034
3034	28	541
3034	20	592
1392	166	3034
3034	144	1632
404	28	3034
3034	28	1694
3034	32	510
3034	144	405
2996	104	3034
3034	28	565
3034	208	357
3034	20	112
565	28	3034
3034	34	40
3034	24	94
